,ConcernID,IssueID,IssueDescription,ConcernDescription,ResolutionDescription,Clause,keyword_corpus,Breach,Predicted_Breach
19129,COM-489730,COM-489730_1,account closure request not actioned,"Customer requested for his ANZ Access Advantage Account to be closed three years ago, but the account has not been closed and he continues to receive collections letters for the account. He would like the account to be closed and to stop receiving collections letters.",GWG credit of $428.98 to resolve complaint in 2-3 business days; to bring account to zero balance to enable account closure,33,"Customer requested for his ANZ Access Advantage Account to be closed three years ago, but the account has not been closed and he continues to receive collections letters for the account. He would like the account to be closed and to stop receiving collections letters.account closure request not actionedGWG credit of $428.98 to resolve complaint in 2-3 business days; to bring account to zero balance to enable account closure33",1.0,1.0
19284,COM-489937,COM-489937_1,account not closed,customer sent in request to close his bank account as he say he did not open an account.,Letter sent to customer advising account closed,33,customer sent in request to close his bank account as he say he did not open an account.account not closedLetter sent to customer advising account closed33,1.0,1.0
19297,COM-489952,COM-489952_1,"Customer has been advised on phone no fee involved for changing credit card type and his annual fee for the new card will be charged in May (old anniversary date) However, customer has been charged an annual and rewards program fee within one month of getting new card, not on May anniversary date.","Customer wants to get further update on his below enquiry  -	Customer received a Black Credit card last May, he swapped to Frequent Flyer Platinum card due to promotion. Customer has been advised on phone no fee involved for swapping cards and his annual fee for the new card will still be charged in May (old anniversary date), only cost occurred would be balance transfer. However, customer has been charged an annual and rewards program fee within one month of getting new card, not on May anniversary date.  -	Customer complain annual fee received from old account for Card 4564680027140226","I apologise for any conflicting information provided to you at the time of changing to a FFP credit card account.  As discussed, the annual fee of $240 was credited back to you on 5 March 2018.  Its important to note, your FFP anniversary annual fee date and your rewards fee date will now be in the month of February.  Thanks again for sharing your feedback.",14a,"Customer wants to get further update on his below enquiry  -	Customer received a Black Credit card last May, he swapped to Frequent Flyer Platinum card due to promotion. Customer has been advised on phone no fee involved for swapping cards and his annual fee for the new card will still be charged in May (old anniversary date), only cost occurred would be balance transfer. However, customer has been charged an annual and rewards program fee within one month of getting new card, not on May anniversary date.  -	Customer complain annual fee received from old account for Card 4564680027140226Customer has been advised on phone no fee involved for changing credit card type and his annual fee for the new card will be charged in May (old anniversary date) However, customer has been charged an annual and rewards program fee within one month of getting new card, not on May anniversary date.I apologise for any conflicting information provided to you at the time of changing to a FFP credit card account.  As discussed, the annual fee of $240 was credited back to you on 5 March 2018.  Its important to note, your FFP anniversary annual fee date and your rewards fee date will now be in the month of February.  Thanks again for sharing your feedback.14a",1.0,0.0
19307,COM-489965,COM-489965_1,credit card closure request,"Customer had requested to close his ANZ FREQUENT FLYER PLATINUM card in November 2017, but was offered a refund of the 2017 annual fees on the card to retain him. He has recently received collections messages for arrears on the card due to the annual and rewards program fee being debited in February 2018. He doesn't use the card often and would like the card closed.",processed a once off gwg payout credit of $355.64 and requested the Credit Card closures team to close the card,33,"Customer had requested to close his ANZ FREQUENT FLYER PLATINUM card in November 2017, but was offered a refund of the 2017 annual fees on the card to retain him. He has recently received collections messages for arrears on the card due to the annual and rewards program fee being debited in February 2018. He doesn't use the card often and would like the card closed.credit card closure requestprocessed a once off gwg payout credit of $355.64 and requested the Credit Card closures team to close the card33",1.0,1.0
19377,COM-490073,COM-490073_1,amount still owing on card when paid out in 2017,"Hi Im currently out of the country and I hope you can assist me in resolving this issue. I spent an hour in the Heidelberg ANZ branch on or about the 29 Oct 17 finalising my accounts and being provided with a final payout figure by ANZ on my credit. I did this to ensure that all debts were paid and the account closed prior to my departure on the 1st of Nov. Im not disputing the charges I dont understand why they werent provided in the final figure provided to me by ANZ. I also confirmed this account was finalised in the Bourke St Branch Melb on the 31 oct. I am happy to pay the charges but as a long standing customer and out of good faith would ask that the overdue charges are reversed. Secondly. Could you advise me how to pay the outstanding balance as I dont have an ANZ account or card and wont be back in Australia for 5 years. Can I pay it via bank transfer or bpay? I appreciate your assistance, as I said I did everything I could to ensure these accounts were finalised prior to my departure. David Bezear Dbezear@yahoo.com.au Begin forwarded message ----------------------------------------------------------------- Attachments 20180224_170458.jpg 20180224_170246_001.jpg 20180224_170651.jpg",apologised to the customer for any inconvenience caused.  advised waiving remaining balance and account will close.,33,"Hi Im currently out of the country and I hope you can assist me in resolving this issue. I spent an hour in the Heidelberg ANZ branch on or about the 29 Oct 17 finalising my accounts and being provided with a final payout figure by ANZ on my credit. I did this to ensure that all debts were paid and the account closed prior to my departure on the 1st of Nov. Im not disputing the charges I dont understand why they werent provided in the final figure provided to me by ANZ. I also confirmed this account was finalised in the Bourke St Branch Melb on the 31 oct. I am happy to pay the charges but as a long standing customer and out of good faith would ask that the overdue charges are reversed. Secondly. Could you advise me how to pay the outstanding balance as I dont have an ANZ account or card and wont be back in Australia for 5 years. Can I pay it via bank transfer or bpay? I appreciate your assistance, as I said I did everything I could to ensure these accounts were finalised prior to my departure. David Bezear Dbezear@yahoo.com.au Begin forwarded message ----------------------------------------------------------------- Attachments 20180224_170458.jpg 20180224_170246_001.jpg 20180224_170651.jpgamount still owing on card when paid out in 2017apologised to the customer for any inconvenience caused.  advised waiving remaining balance and account will close.33",1.0,0.0
19426,COM-490209,COM-490209_1,Incorrect information provide,Customer explained he visited the Croydon branch (3278) to pay out his ANZ Home Loan however the staff there advised him to keep the account open with $10.00 left owing in case he wishes to borrow further funds in future. Customer then discovered he has incurred a fee of $395.00 and since has confirmed he was given incorrect information. Customer is seeking reimbursement of the fee as he would have paid the account entirely if he was aware he would incur the fee.,Customer paid out loan and has not had benefit of the package. Happy to reimburse fee as a good will gesture.,14a,Customer explained he visited the Croydon branch (3278) to pay out his ANZ Home Loan however the staff there advised him to keep the account open with $10.00 left owing in case he wishes to borrow further funds in future. Customer then discovered he has incurred a fee of $395.00 and since has confirmed he was given incorrect information. Customer is seeking reimbursement of the fee as he would have paid the account entirely if he was aware he would incur the fee.Incorrect information provideCustomer paid out loan and has not had benefit of the package. Happy to reimburse fee as a good will gesture.14a,1.0,0.0
19464,COM-490278,COM-490278_1,Account closure,Customer is not happy about his credit account not closed properly by the branch,Credited customer account by $82.81 as GWG. Advised customer to call account closure team to close the account or go to a branch after 2-3 business days.   Customer happily agreed.,33,Customer is not happy about his credit account not closed properly by the branchAccount closureCredited customer account by $82.81 as GWG. Advised customer to call account closure team to close the account or go to a branch after 2-3 business days.   Customer happily agreed.33,1.0,0.0
19569,COM-490400,COM-490400_1,Merchant Facility closure and fees,"Customer explained that she has been attempting to close her ANZ Merchant Facility for the past three weeks, there was hold ups in getting the terminal collected and now she has received multiple charges and the facility has still not been closed. Customer is unhappy with the level of service she has received and is wanting the facility closed and fees reimbursed.","letter Please accept my apologies for any inconvenience caused by ANZ and for the delays in response from our Complaints Team.  ANZ records indicate you have now finalised all your ANZ Business Accounts and your Merchant Terminal and the fees being reversed back to your ANZ Business Extra Account.  If there is anything further please do not hesitate to contact me.  ANZ appreciates your feedback, as it is through instances such as these that we are able to review and improve our service to enable a superior customer experience  As this is my final resolution of this matter, I now consider this matter closed. Should you have any further information relevant to this matter, we would be happy to discuss.",33,"Customer explained that she has been attempting to close her ANZ Merchant Facility for the past three weeks, there was hold ups in getting the terminal collected and now she has received multiple charges and the facility has still not been closed. Customer is unhappy with the level of service she has received and is wanting the facility closed and fees reimbursed.Merchant Facility closure and feesletter Please accept my apologies for any inconvenience caused by ANZ and for the delays in response from our Complaints Team.  ANZ records indicate you have now finalised all your ANZ Business Accounts and your Merchant Terminal and the fees being reversed back to your ANZ Business Extra Account.  If there is anything further please do not hesitate to contact me.  ANZ appreciates your feedback, as it is through instances such as these that we are able to review and improve our service to enable a superior customer experience  As this is my final resolution of this matter, I now consider this matter closed. Should you have any further information relevant to this matter, we would be happy to discuss.33",1.0,0.0
19581,COM-490418,COM-490418_1,Customer is charged for credit facility on overdraft. Customer was advised there won't be any charges. Customer opened the account very long before doesn't have enough information.,Customer was advised there wont be any charges for overdraft very long before and then customer was charged for Credit facility for having the overdraft. For instance on 24 Nov 2017 $16.91 and also 26/02/2018 $17.46 Customer doesnt remember the time or date or if it was promised over the phone or at the branch. Customer wants the credit facility charges to be reimbursed.,Advised the total charges for credit facility is $373.76 and as once off GWG I am refunding her. Customer was happy of the resolution. Educated on the overdraft facility and advised she might have charges in future as well because of the overdraft facility. Customer confirmed she does not want the overdraft and wants to close it. I have provided the overdraft team direct number.,15,Customer was advised there wont be any charges for overdraft very long before and then customer was charged for Credit facility for having the overdraft. For instance on 24 Nov 2017 $16.91 and also 26/02/2018 $17.46 Customer doesnt remember the time or date or if it was promised over the phone or at the branch. Customer wants the credit facility charges to be reimbursed.Customer is charged for credit facility on overdraft. Customer was advised there won't be any charges. Customer opened the account very long before doesn't have enough information.Advised the total charges for credit facility is $373.76 and as once off GWG I am refunding her. Customer was happy of the resolution. Educated on the overdraft facility and advised she might have charges in future as well because of the overdraft facility. Customer confirmed she does not want the overdraft and wants to close it. I have provided the overdraft team direct number.15,1.0,0.0
19635,COM-490476,COM-490476_1,"Phone consultant failed to identify or confirm with Customer account number for transfer of credit balance, error was not located, causing further delay and poor experience for customer and causing impact to personal loan account","customer called on 27/02 to arrange for credit balance to be transferred to her OFI account, has not happened, called on Thurs st March and was told that all would go through, customer asked to check account that money was to be transferred to, consultant said could not do so,  Now been confirmed that incorrect account number has been entered , causing more delay.  Customer very unhappy and wants feedback passed on.","Confirmed new payment arrangement with personal loans and customer, assured no impact to account, apologise for poor service experience and error made which has caused impact to personal loan payment , assured feedback will be passed on via COM",33,"customer called on 27/02 to arrange for credit balance to be transferred to her OFI account, has not happened, called on Thurs st March and was told that all would go through, customer asked to check account that money was to be transferred to, consultant said could not do so,  Now been confirmed that incorrect account number has been entered , causing more delay.  Customer very unhappy and wants feedback passed on.Phone consultant failed to identify or confirm with Customer account number for transfer of credit balance, error was not located, causing further delay and poor experience for customer and causing impact to personal loan accountConfirmed new payment arrangement with personal loans and customer, assured no impact to account, apologise for poor service experience and error made which has caused impact to personal loan payment , assured feedback will be passed on via COM33",1.0,0.0
19848,COM-490765,COM-490765_3,Customer had cancelled his credit card on 09/01/2018 over the phone with credit card closures team and the card was confirmed closed and the account balance was $0. Customer not happy as he has then received a statement with yearly fees and charges. Customer has then paid $96.80 which he believes he should not have been owing on the card when it was closed.,Customer has an ANZ Frequent Flyer Black credit card with us which was closed on 9 January 2018. Customer is not satisfied this had not occurred correctly and additional interest and annual fees were charged. Customer is wishing to confirm card is closed.,"Will issue letter to customer apologising for any inconvenience caused to him as a result of the matter, confirming his feedback has been presented to the relevant business areas for internal review. Confirming we have reversed the annual fee amount of $370.00 on 25 February 2018. Confirming I have since reimbursed $96.80 to cover additional interest charges incurred. Customer to see funds within 2 business days. As account is in credit, he can attend any of our branches to withdraw or call our cards team with OFI bank details for credit transfer. Leaving details. Case closed.",33,"Customer has an ANZ Frequent Flyer Black credit card with us which was closed on 9 January 2018. Customer is not satisfied this had not occurred correctly and additional interest and annual fees were charged. Customer is wishing to confirm card is closed.Customer had cancelled his credit card on 09/01/2018 over the phone with credit card closures team and the card was confirmed closed and the account balance was $0. Customer not happy as he has then received a statement with yearly fees and charges. Customer has then paid $96.80 which he believes he should not have been owing on the card when it was closed.Will issue letter to customer apologising for any inconvenience caused to him as a result of the matter, confirming his feedback has been presented to the relevant business areas for internal review. Confirming we have reversed the annual fee amount of $370.00 on 25 February 2018. Confirming I have since reimbursed $96.80 to cover additional interest charges incurred. Customer to see funds within 2 business days. As account is in credit, he can attend any of our branches to withdraw or call our cards team with OFI bank details for credit transfer. Leaving details. Case closed.33",1.0,1.0
20149,COM-491212,COM-491212_1,Customer unaware that credit card account was closed.,CH advised she was not aware that card was cancelled. already processed/requested credit refund for $18.97.,"Apologised for inconvenience, educated customer on process, removed card from CRN. Feedback to be passed on regarding offshore consultants",33,"CH advised she was not aware that card was cancelled. already processed/requested credit refund for $18.97.Customer unaware that credit card account was closed.Apologised for inconvenience, educated customer on process, removed card from CRN. Feedback to be passed on regarding offshore consultants33",1.0,0.0
20150,COM-491212,COM-491212_2,Customer unaware that credit card account was closed.,CH advised she was not aware that card was cancelled. already processed/requested credit refund for $18.97.,"Apologised for inconvenience, educated customer on process, removed card from CRN. Feedback to be passed on regarding offshore consultants",33,"CH advised she was not aware that card was cancelled. already processed/requested credit refund for $18.97.Customer unaware that credit card account was closed.Apologised for inconvenience, educated customer on process, removed card from CRN. Feedback to be passed on regarding offshore consultants33",1.0,0.0
20239,COM-491385,COM-491385_1,Deposit issue,"Customer said his partner and he had been scammed and fraudulent cheques were placed into his Access account using an ANZ ATM. Funds were cleared before ANZ had done proper checks on them, this was refunded to the amount of 470. When he called he had made 2 other transactions that in his banking app were reversed and he also informed the bank of these transactions, these transactions were then taken out of his account 1 day after his account was restricted and was known from ANZ there was fraud on his account. ANZ are saying there is nothing they can do about funds even though they knew fraud had occurred, being an innocent victim he is now out of pocket $680 because ANZ process is slow and not thorough enough to stop these things from happening. Customer says this amount is the amount of a transaction ANZ knew was from a fraudulent cheque but still allowed to go through. His account was restricted at this stage so should not have gone through, his ANZ banking app showed this to not go through but then 1 day later went through. If the app had not shown this he would have not been as worried.","***Credited $680.00 to resolve complaint and avoid progressing further***Apologised for any inconvenience caused. As per the Terms and Conditions above, ANZ may allow to draw on the cheque before it is cleared. The Terms and Conditions also state that cheque deposits made via an ATM will usually take up to seven business days to be processed to his account. Our records indicate the two cheque deposits of $1,150.00 each were dishonoured within three days of being deposited. As $470.00 has been credited to him on 8 March 2018, I am willing to credit him $680.00 as a resolution. Advised we will not be in a position to reimburse him in the future, should a similar situation occur. Customer accepted resolution. Fos closed case.",15,"Customer said his partner and he had been scammed and fraudulent cheques were placed into his Access account using an ANZ ATM. Funds were cleared before ANZ had done proper checks on them, this was refunded to the amount of 470. When he called he had made 2 other transactions that in his banking app were reversed and he also informed the bank of these transactions, these transactions were then taken out of his account 1 day after his account was restricted and was known from ANZ there was fraud on his account. ANZ are saying there is nothing they can do about funds even though they knew fraud had occurred, being an innocent victim he is now out of pocket $680 because ANZ process is slow and not thorough enough to stop these things from happening. Customer says this amount is the amount of a transaction ANZ knew was from a fraudulent cheque but still allowed to go through. His account was restricted at this stage so should not have gone through, his ANZ banking app showed this to not go through but then 1 day later went through. If the app had not shown this he would have not been as worried.Deposit issue***Credited $680.00 to resolve complaint and avoid progressing further***Apologised for any inconvenience caused. As per the Terms and Conditions above, ANZ may allow to draw on the cheque before it is cleared. The Terms and Conditions also state that cheque deposits made via an ATM will usually take up to seven business days to be processed to his account. Our records indicate the two cheque deposits of $1,150.00 each were dishonoured within three days of being deposited. As $470.00 has been credited to him on 8 March 2018, I am willing to credit him $680.00 as a resolution. Advised we will not be in a position to reimburse him in the future, should a similar situation occur. Customer accepted resolution. Fos closed case.15",1.0,0.0
20305,COM-491513,COM-491513_1,LMI charge excessive,"My husband and I were approved a mortgage whereby we paid a significant premium for LMI due to a LVR above 80%.The mortgage was drawn down on 1 July 2016. On 8 June 2017, we had the property revalued at $920,000. On the 28 June 2017, between our additional mortgage repayments and the new valuation, we had successfully brought the LVR to under 80% (79.96% to be exact). This was within 12 months of paying the LMI premium. On 5 January 2018, we paid out the entire mortgage as we sold the property. This is within 24 months of paying the LMI premium. Our intention was to pay out the mortgage within the first 12 months to receive a rebate of the LMI premium we paid by terminating the policy, however when we spoke to several ANZ staff members, we were advised that we would not be entitled to any rebate of the LMI premium due to ANZ policy. This was very disappointing, as other mortgage insurers give rebates where the policy is terminated within the initial 12 / 24 months. We were not informed of the ANZ policy of no rebate when we paid the premium. Of concern is that ANZ is insured by ANZ mortgage insurance  effectively, ANZ self-insures. According to Finance Brokers Association of Australia president Peter White, LMI is an insurance product and as a result you should get a proportional rebate when its terminated. As the lender has the right to claim on the policy for the entire life of the mortgage, when the insurance policy is terminated, so is the risk. As with other insurance premiums, where the insurance is terminated, a portion of the premium is refunded. If we paid $31,643 in LMI for a policy for the life of our loan and we were in a position to clear the loan through refinance (with a LVR of <80%) in the first 12 months, and we went on to completely terminate the loan within the first 24 months through a sale of the property, we believe we are entitled to some form of pro-rata refund on the insurance premium paid. Failing to do so is not good practice. The amount sought is 50% of the LMI premium paid. Given we were in a position to have the LVR below 80% in the first 12 months of the loan, and we cleared the loan inside the first 24 months, I believe a 50% refund of the premium, in line with industry practice of other mortgage insurers, is fair and reasonable.",$9371 LMI refund plus $1k good will payment,14a,"My husband and I were approved a mortgage whereby we paid a significant premium for LMI due to a LVR above 80%.The mortgage was drawn down on 1 July 2016. On 8 June 2017, we had the property revalued at $920,000. On the 28 June 2017, between our additional mortgage repayments and the new valuation, we had successfully brought the LVR to under 80% (79.96% to be exact). This was within 12 months of paying the LMI premium. On 5 January 2018, we paid out the entire mortgage as we sold the property. This is within 24 months of paying the LMI premium. Our intention was to pay out the mortgage within the first 12 months to receive a rebate of the LMI premium we paid by terminating the policy, however when we spoke to several ANZ staff members, we were advised that we would not be entitled to any rebate of the LMI premium due to ANZ policy. This was very disappointing, as other mortgage insurers give rebates where the policy is terminated within the initial 12 / 24 months. We were not informed of the ANZ policy of no rebate when we paid the premium. Of concern is that ANZ is insured by ANZ mortgage insurance  effectively, ANZ self-insures. According to Finance Brokers Association of Australia president Peter White, LMI is an insurance product and as a result you should get a proportional rebate when its terminated. As the lender has the right to claim on the policy for the entire life of the mortgage, when the insurance policy is terminated, so is the risk. As with other insurance premiums, where the insurance is terminated, a portion of the premium is refunded. If we paid $31,643 in LMI for a policy for the life of our loan and we were in a position to clear the loan through refinance (with a LVR of <80%) in the first 12 months, and we went on to completely terminate the loan within the first 24 months through a sale of the property, we believe we are entitled to some form of pro-rata refund on the insurance premium paid. Failing to do so is not good practice. The amount sought is 50% of the LMI premium paid. Given we were in a position to have the LVR below 80% in the first 12 months of the loan, and we cleared the loan inside the first 24 months, I believe a 50% refund of the premium, in line with industry practice of other mortgage insurers, is fair and reasonable.LMI charge excessive$9371 LMI refund plus $1k good will payment14a",1.0,0.0
20315,COM-491534,COM-491534_1,Late payment fee,"I wish to complain about horrible service I have received.  Few months ago I have arranged special repayments to cover payments that were on hold. Have prepaid them in time never missed anything. I done a right thing. However I started getting phone calls saying that one payment is behind.when I check my bank statement no payments were missed.  Upon next phone call your representative told me that wrong amount for special payments was arranged by your representative  and that's why it's shows behind and on top of that , I was charged late payment fee. It's not my fault as I was paying whatever it was advised to me by your representative. I always paid and do right thing. So it's not fear I getting so many phones calls demanding payment that I have no idea about and charged late fee. If your representative charged me correct amount it would never happened. So I want late fee reversed and that payment too.  Kind regards Olga Pogorelova  Sent from Yahoo7 Mail on Android",Fee refunded,14a,"I wish to complain about horrible service I have received.  Few months ago I have arranged special repayments to cover payments that were on hold. Have prepaid them in time never missed anything. I done a right thing. However I started getting phone calls saying that one payment is behind.when I check my bank statement no payments were missed.  Upon next phone call your representative told me that wrong amount for special payments was arranged by your representative  and that's why it's shows behind and on top of that , I was charged late payment fee. It's not my fault as I was paying whatever it was advised to me by your representative. I always paid and do right thing. So it's not fear I getting so many phones calls demanding payment that I have no idea about and charged late fee. If your representative charged me correct amount it would never happened. So I want late fee reversed and that payment too.  Kind regards Olga Pogorelova  Sent from Yahoo7 Mail on AndroidLate payment feeFee refunded14a",1.0,0.0
20446,COM-491738,COM-491738_1,Branch staff never issued the cheque book and provided poor service when customer attempted fu with them,"I went to ANZ Chadstone brunch (Mel) to order a check book for house auction on either 3 or 10 of Feb. A staff named Anna helped me. She told me that I don't need a cheque account, instead I could link my normal ANZ access advantage to a cheque book. I was told that the cheque book will be posted to my address within 10 working days. However, I've waited for 4 weeks, yet nothing received! So today (10 March) I went to ANZ Chadstone again, the exactly same staff Anna served me. After checking my issue and consulting to another male staff, she told me that I cannot order a cheque book without a cheque account! That is really absurd because she didn't tell me so 4 weeks ago! Then, she wrote me a counter cheque and said it should be good enough to use for a auction. But again, when I was back home, I found that she had put a wrong name on the cheque!!! I cannot really believe it! How unprofessional she is!!! As a reputable bank in Australia, I don't know why ANZ staff, like Anna, is not proper trained. Basically, she wasted my valuable time TWICE! I'm really upset about it. At this moment, I'm thinking of changing bank actually because ANZ failed me two times and I don't know if I can trust you any more.  An apology from ANZ. Another counter cheque with my correct info posted to my address.","I sincerely apologise for the delay and inconvenience caused to you.  I have recorded and passed on your feedback to Senior Management and they have addressed it in line with staff processes and procedures.  I can confirm a cheque book has been created and you should receive it in the next 5-7 working days.  Should the cheque book not arrive by 10-12 April 2018, please ensure you contact us to ensure it is reported as lost or stolen.  Unfortunately, we are not able to post counter cheques to you, as they can be intercepted by mail. You can attend the branch to request counter cheques, and they are more than happy to assist with this given the inconvenience caused to you.  Thanks again for sharing your feedback.",15,"I went to ANZ Chadstone brunch (Mel) to order a check book for house auction on either 3 or 10 of Feb. A staff named Anna helped me. She told me that I don't need a cheque account, instead I could link my normal ANZ access advantage to a cheque book. I was told that the cheque book will be posted to my address within 10 working days. However, I've waited for 4 weeks, yet nothing received! So today (10 March) I went to ANZ Chadstone again, the exactly same staff Anna served me. After checking my issue and consulting to another male staff, she told me that I cannot order a cheque book without a cheque account! That is really absurd because she didn't tell me so 4 weeks ago! Then, she wrote me a counter cheque and said it should be good enough to use for a auction. But again, when I was back home, I found that she had put a wrong name on the cheque!!! I cannot really believe it! How unprofessional she is!!! As a reputable bank in Australia, I don't know why ANZ staff, like Anna, is not proper trained. Basically, she wasted my valuable time TWICE! I'm really upset about it. At this moment, I'm thinking of changing bank actually because ANZ failed me two times and I don't know if I can trust you any more.  An apology from ANZ. Another counter cheque with my correct info posted to my address.Branch staff never issued the cheque book and provided poor service when customer attempted fu with themI sincerely apologise for the delay and inconvenience caused to you.  I have recorded and passed on your feedback to Senior Management and they have addressed it in line with staff processes and procedures.  I can confirm a cheque book has been created and you should receive it in the next 5-7 working days.  Should the cheque book not arrive by 10-12 April 2018, please ensure you contact us to ensure it is reported as lost or stolen.  Unfortunately, we are not able to post counter cheques to you, as they can be intercepted by mail. You can attend the branch to request counter cheques, and they are more than happy to assist with this given the inconvenience caused to you.  Thanks again for sharing your feedback.15",1.0,0.0
20605,COM-491963,COM-491963_1,late fee charged on account after an arrangement was made. customer missed payment due to ill health,Customer called as she was advised by a consultant that there is notes on an account for a a promise to pay as customer missed 1 month minimum payment due to ill health. I have checked the account and consulted with Team leader Dash to have the fee reversed as a once off gwg and close the case.,late payment fee reversed as good will gesture,14a,Customer called as she was advised by a consultant that there is notes on an account for a a promise to pay as customer missed 1 month minimum payment due to ill health. I have checked the account and consulted with Team leader Dash to have the fee reversed as a once off gwg and close the case.late fee charged on account after an arrangement was made. customer missed payment due to ill healthlate payment fee reversed as good will gesture14a,1.0,0.0
21113,COM-492641,COM-492641_1,Annual Fee Increase,"Customer states that she has an ANZ Frequent Flyer Platinum Credit Card and has been previously charged $40.00 for an Annual Fee. However, customer is unhappy to find that she has been charged $240.00 due to an increase of the Annual Fee and is seeking for the fee to be waived otherwise she will be closing her account.",Email sent to the customer apologising for how he feels regarding the increase of his Annual Fee and advised his feedback has been passed on. Confirmed that his Annual Fee and Rewards Program Fee has been waived on 16/03/2018 and the credits will appear on his next statement.,14a,"Customer states that she has an ANZ Frequent Flyer Platinum Credit Card and has been previously charged $40.00 for an Annual Fee. However, customer is unhappy to find that she has been charged $240.00 due to an increase of the Annual Fee and is seeking for the fee to be waived otherwise she will be closing her account.Annual Fee IncreaseEmail sent to the customer apologising for how he feels regarding the increase of his Annual Fee and advised his feedback has been passed on. Confirmed that his Annual Fee and Rewards Program Fee has been waived on 16/03/2018 and the credits will appear on his next statement.14a",1.0,0.0
21128,COM-492662,COM-492662_1,Credit Cover Insurance,Customer states she received a letter from ANZ advising she is no longer eligible for ANZ Credit Cover Insurance due to her being older than 66. Customer has advised she was unaware she had this feature on her Credit Card and is unhappy she has been getting charged without her knowledge. Customer is seeking an understanding how this was added to her account and reimbursed for some of the charges since she did not request it.,"I apologised to the customer for any confusion around the insurance, explained that it appears the insurance was added when she signed up for the card however it has been cancelled as of 25/02/2018 and she will not incur any additional charges. Explained to the customer that at anytime if she is unsure or disputes charges on her statement to contact us as this is part of the reason why we send the statements. Explained that we are unfortunately not going to be able to reimburse the full amount however given the situation I am happy to meet her halfway and apply a goodwill gesture of $433.22. Customer accepted and happy with resolution.",14a,"Customer states she received a letter from ANZ advising she is no longer eligible for ANZ Credit Cover Insurance due to her being older than 66. Customer has advised she was unaware she had this feature on her Credit Card and is unhappy she has been getting charged without her knowledge. Customer is seeking an understanding how this was added to her account and reimbursed for some of the charges since she did not request it.Credit Cover InsuranceI apologised to the customer for any confusion around the insurance, explained that it appears the insurance was added when she signed up for the card however it has been cancelled as of 25/02/2018 and she will not incur any additional charges. Explained to the customer that at anytime if she is unsure or disputes charges on her statement to contact us as this is part of the reason why we send the statements. Explained that we are unfortunately not going to be able to reimburse the full amount however given the situation I am happy to meet her halfway and apply a goodwill gesture of $433.22. Customer accepted and happy with resolution.14a",1.0,0.0
21236,COM-492841,COM-492841_1,personal loan not closed,"-	Customer contacted ANZ to have his personal loan account closed and was given payout figure to have this closed. He was told if he paid out this amount this would cause the account to be closed the following day however two weeks after he paid, account is still in opened status. He rang ANZ again and was told there was still an outstanding amount of $0.31 owing -	Customer wants to have his home loan to be changed over to interest only and was told this could not happen due to LVR being at 87%. He is not happy with it and considering to change to other financial institutions",Letter sent to customer advising need more information to investigate closed case pending response.,33,"-	Customer contacted ANZ to have his personal loan account closed and was given payout figure to have this closed. He was told if he paid out this amount this would cause the account to be closed the following day however two weeks after he paid, account is still in opened status. He rang ANZ again and was told there was still an outstanding amount of $0.31 owing -	Customer wants to have his home loan to be changed over to interest only and was told this could not happen due to LVR being at 87%. He is not happy with it and considering to change to other financial institutionspersonal loan not closedLetter sent to customer advising need more information to investigate closed case pending response.33",1.0,0.0
21317,COM-493004,COM-493004_1,Account not closed as per her request.,Customer has requested for his ANZ Access Advantage account to be closed since February 2017 which hasn't been actioned and it is incurring fees and charges. Customer want us to write off the balance and close the account.,I confirm your account is closed now and outstanding balance is waived off. You will receive a final statement to your mailing address.   Please accept our apologies for any inconvenience this has caused you.  goodwill gesture $217.79+10.97,33,Customer has requested for his ANZ Access Advantage account to be closed since February 2017 which hasn't been actioned and it is incurring fees and charges. Customer want us to write off the balance and close the account.Account not closed as per her request.I confirm your account is closed now and outstanding balance is waived off. You will receive a final statement to your mailing address.   Please accept our apologies for any inconvenience this has caused you.  goodwill gesture $217.79+10.9733,1.0,1.0
