,ConcernID,IssueID,IssueDescription,ConcernDescription,ResolutionDescription,Clause,keyword_corpus,Breach,Predicted_Breach
24526,COM-498242,COM-498242_1,customer unhappy about being charged annual fees when she was advised that it would not occur when she last spoke to a customer service consultant,customer was advised that she would not be paying any annual card fees on her credit card account and has been changed. Customer was told that she would need to call every few years to get it reversed. Account has been in collections for 10 years and the annual fee has been charged. She was also advised that there was nothing in place in the system to prevent the annual fee being charged as it will automatically do so every year. Have requested copy of the call to listen in to what was advised at the time of the note made in 2014 and also confirmed with Customer Assist that the customer has a 5.9% bt offer for either a 12 or 18 months.,gwg credit of $500 to have case closed off and apologised to the customer in delay in getting back with resolution. Customer happy with end result,14a,customer was advised that she would not be paying any annual card fees on her credit card account and has been changed. Customer was told that she would need to call every few years to get it reversed. Account has been in collections for 10 years and the annual fee has been charged. She was also advised that there was nothing in place in the system to prevent the annual fee being charged as it will automatically do so every year. Have requested copy of the call to listen in to what was advised at the time of the note made in 2014 and also confirmed with Customer Assist that the customer has a 5.9% bt offer for either a 12 or 18 months.customer unhappy about being charged annual fees when she was advised that it would not occur when she last spoke to a customer service consultantgwg credit of $500 to have case closed off and apologised to the customer in delay in getting back with resolution. Customer happy with end result14a,1.0,1.0
24546,COM-498270,COM-498270_1,Fee is being charged even after the hardship agreement. Fee made the account overdrawnletter received from Gaden for the account being overdrawn,"Your account number ending with 8248, 8221 and 8184 are under the Hardship agreement. All repayment are being made on time as per agreement. Periodical Payment Non-Payment Fee is been charged on account number ending with 7282, since Feb 2017. Want a refund of fees along with interest and also All legal action to be withdrawn as there is breach in arrangement made with Hardship Team",maladministration not found. customer had sufficient income to service the debt.,14a,"Your account number ending with 8248, 8221 and 8184 are under the Hardship agreement. All repayment are being made on time as per agreement. Periodical Payment Non-Payment Fee is been charged on account number ending with 7282, since Feb 2017. Want a refund of fees along with interest and also All legal action to be withdrawn as there is breach in arrangement made with Hardship TeamFee is being charged even after the hardship agreement. Fee made the account overdrawnletter received from Gaden for the account being overdrawnmaladministration not found. customer had sufficient income to service the debt.14a",1.0,1.0
24566,COM-498307,COM-498307_1,Business account closed by collection and customer is advising ANZ did not send him any notification.,Customer is not happy his business account ending 106 is closed without notification.  Customer is advising ANZ charged him for service fee and interest and when the account is in collection ANZ closed it.,R apologized for any inconvenience caused customer. Advised him we are not able to reopen the account as it was closed in 2017. Customer wants to open another business account and advised he needs to go to branch to open another business account. Customer is not happy of the resolution.,33,Customer is not happy his business account ending 106 is closed without notification.  Customer is advising ANZ charged him for service fee and interest and when the account is in collection ANZ closed it.Business account closed by collection and customer is advising ANZ did not send him any notification.R apologized for any inconvenience caused customer. Advised him we are not able to reopen the account as it was closed in 2017. Customer wants to open another business account and advised he needs to go to branch to open another business account. Customer is not happy of the resolution.33,1.0,1.0
24584,COM-498341,COM-498341_1,Travel card closure unsuccessful,"travel card was put through for closure, funds of 4963.17. on 06/04/18. travel card ops have refused to transfer funds to cust account. cust upset about this when informed by branch staff on 14/04. Branch advised will forward email from travelcards ops to herself but has never received that email ref20181213 lodged complaint  Cust is seeking the funds and also compensation for interest lost for not having the funds, wants a call back about the issue.  If unable to speak to her please leave message with reference number via voice mail or text with a reference number. Customer wants to know why she hasn't to  ref20181213 please callback on tuesday or wednesday (17-18 april 2018)",Issue was resolved by card solutions team,33,"travel card was put through for closure, funds of 4963.17. on 06/04/18. travel card ops have refused to transfer funds to cust account. cust upset about this when informed by branch staff on 14/04. Branch advised will forward email from travelcards ops to herself but has never received that email ref20181213 lodged complaint  Cust is seeking the funds and also compensation for interest lost for not having the funds, wants a call back about the issue.  If unable to speak to her please leave message with reference number via voice mail or text with a reference number. Customer wants to know why she hasn't to  ref20181213 please callback on tuesday or wednesday (17-18 april 2018)Travel card closure unsuccessfulIssue was resolved by card solutions team33",1.0,1.0
24629,COM-498435,COM-498435_1,credit card fees and charges.,"The customer rang to express dismay at being told the overseas currency fee on her credit purchase was included in the total transaction amount, the customer was later charged $75.00 and this led to the account being overdrawn.",$40.00 goodwill credit.,14a,"The customer rang to express dismay at being told the overseas currency fee on her credit purchase was included in the total transaction amount, the customer was later charged $75.00 and this led to the account being overdrawn.credit card fees and charges.$40.00 goodwill credit.14a",1.0,1.0
24669,COM-498512,COM-498512_1,"Customer advised POFF is not correct. Customer advised has been quote the incorrect POFF.POFF $12,271.18Extra cost $560.61customer disputing ERC.","Customer advised POFF is not correct. Customer advised has been quote the incorrect POFF. POFF $12,271.18 ERC $325.24 Extra cost $560.61  Customer advised disputing the Extra cost of Other Costs $560.61","educated customer of the Early termination fee, agreed to waive 50% of the fee for customer on the agreeance he will pay $11990.87, it was received on 17/04, credit applied to customers esanda loan on 18/04 and sent for finalisation today.",14a,"Customer advised POFF is not correct. Customer advised has been quote the incorrect POFF. POFF $12,271.18 ERC $325.24 Extra cost $560.61  Customer advised disputing the Extra cost of Other Costs $560.61Customer advised POFF is not correct. Customer advised has been quote the incorrect POFF.POFF $12,271.18Extra cost $560.61customer disputing ERC.educated customer of the Early termination fee, agreed to waive 50% of the fee for customer on the agreeance he will pay $11990.87, it was received on 17/04, credit applied to customers esanda loan on 18/04 and sent for finalisation today.14a",1.0,1.0
24670,COM-498512,COM-498512_1,"Customer advised POFF is not correct. Customer advised has been quote the incorrect POFF.POFF $12,271.18Extra cost $560.61customer disputing ERC.","Customer advised POFF is not correct. Customer advised has been quote the incorrect POFF. POFF $12,271.18 ERC $325.24 Extra cost $560.61  Customer advised disputing the Extra cost of Other Costs $560.61","educated customer of the Early termination fee, agreed to waive 50% of the fee for customer on the agreeance he will pay $11990.87, it was received on 17/04, credit applied to customers esanda loan on 18/04 and sent for finalisation today.",14a,"Customer advised POFF is not correct. Customer advised has been quote the incorrect POFF. POFF $12,271.18 ERC $325.24 Extra cost $560.61  Customer advised disputing the Extra cost of Other Costs $560.61Customer advised POFF is not correct. Customer advised has been quote the incorrect POFF.POFF $12,271.18Extra cost $560.61customer disputing ERC.educated customer of the Early termination fee, agreed to waive 50% of the fee for customer on the agreeance he will pay $11990.87, it was received on 17/04, credit applied to customers esanda loan on 18/04 and sent for finalisation today.14a",1.0,1.0
24671,COM-498512,COM-498512_1,"Customer advised POFF is not correct. Customer advised has been quote the incorrect POFF.POFF $12,271.18Extra cost $560.61customer disputing ERC.","Customer advised POFF is not correct. Customer advised has been quote the incorrect POFF. POFF $12,271.18 ERC $325.24 Extra cost $560.61  Customer advised disputing the Extra cost of Other Costs $560.61","educated customer of the Early termination fee, agreed to waive 50% of the fee for customer on the agreeance he will pay $11990.87, it was received on 17/04, credit applied to customers esanda loan on 18/04 and sent for finalisation today.",14a,"Customer advised POFF is not correct. Customer advised has been quote the incorrect POFF. POFF $12,271.18 ERC $325.24 Extra cost $560.61  Customer advised disputing the Extra cost of Other Costs $560.61Customer advised POFF is not correct. Customer advised has been quote the incorrect POFF.POFF $12,271.18Extra cost $560.61customer disputing ERC.educated customer of the Early termination fee, agreed to waive 50% of the fee for customer on the agreeance he will pay $11990.87, it was received on 17/04, credit applied to customers esanda loan on 18/04 and sent for finalisation today.14a",1.0,1.0
24696,COM-498546,COM-498546_1,Customer is unhappy with the way that interest is being charged on his balance transfers,Staff advised that the customer is unhappy that he is being charged interest on balance transfers that have not expired. Staff have explained to customer that interest will start being charged on the earliest balance transferred. Staff have educated that the earliest balance transfer will be prioritized but may not be the earliest expiring transfer. Customer has already had $428.36 in interest waived. Customer wants the interest to be waived.,"As customer is not contactable will issue letter to apologise for any inconvenience caused to him as a result of the matter, confirming his feedback has been presented to the relevant business areas for internal review. Confirming customer has had multiple balance transfers completed on his card, as some of these transferred amounts have an active balance after the 0% expiry, interest is to apply against this. Referring customer to terms and conditions. Additionally a breakdown of the balance transfer balances are present on his statements. Customer would need to ensure all outstanding balance transferred amounts is satisfied to ensure interest doesnt apply. Given inconvenience caused to customer I have reimbursed him $5.35 to cover the interest incurred in last statement. Case closed.",14a,"Staff advised that the customer is unhappy that he is being charged interest on balance transfers that have not expired. Staff have explained to customer that interest will start being charged on the earliest balance transferred. Staff have educated that the earliest balance transfer will be prioritized but may not be the earliest expiring transfer. Customer has already had $428.36 in interest waived. Customer wants the interest to be waived.Customer is unhappy with the way that interest is being charged on his balance transfersAs customer is not contactable will issue letter to apologise for any inconvenience caused to him as a result of the matter, confirming his feedback has been presented to the relevant business areas for internal review. Confirming customer has had multiple balance transfers completed on his card, as some of these transferred amounts have an active balance after the 0% expiry, interest is to apply against this. Referring customer to terms and conditions. Additionally a breakdown of the balance transfer balances are present on his statements. Customer would need to ensure all outstanding balance transferred amounts is satisfied to ensure interest doesnt apply. Given inconvenience caused to customer I have reimbursed him $5.35 to cover the interest incurred in last statement. Case closed.14a",1.0,1.0
24701,COM-498550,COM-498550_1,Customer is requesting for interest and late fee waiver due to not being able to viewing his statements after requesting closure on his credit card.,"Customer called to advise that when he requested card closure on 09/01, he was told that he would still be receiving statements, however has not received statements paper or online since requesting closure. Customer claims he has been unable to make timely payments after this point.",Interest waiver completed in Vision and request to statement retrievals sent. Complaint resolved.,14a,"Customer called to advise that when he requested card closure on 09/01, he was told that he would still be receiving statements, however has not received statements paper or online since requesting closure. Customer claims he has been unable to make timely payments after this point.Customer is requesting for interest and late fee waiver due to not being able to viewing his statements after requesting closure on his credit card.Interest waiver completed in Vision and request to statement retrievals sent. Complaint resolved.14a",1.0,1.0
24708,COM-498564,COM-498564_1,Fees on credit card,"Having closed my credit card account with ANZ in March 2018, I was notified by the ANZ team at the time that there was nothing outstanding on my account and that the account would be closed. Today (16 April) I received a text from ANZ notifying me that there was an outstanding amount still due in my account. Upon receiving this I called ANZ from overseas to address the issue. While on the call there was no sense of urgency or appreciation for the amount this was costing me due to it being an overseas call. As stated on the call with the service staff there are two issues I need the complaints team to rectify (having now paid the amount owing) 1. Ensure me that my credit score has not been impacted as a result of ANZs failure to communicate that there was still an amount owing on my account when I originally close it in March, which in turn resulted in late payment by me. 2. Have ANZ compensate me for the need to have called ANZ from overseas and the complete disregard by staff to urgently address my query despite repeatedly telling them that I was calling from overseas. Kind regards, Matt  1. Ensure me that my credit score has not been impacted as a result of ANZs failure to communicate that there was still an amount owing on my account when I originally close it in March, which in turn resulted in late payment by me. 2. Have ANZ compensate me for the need to have called ANZ from overseas and the complete disregard by staff to urgently address my query despite repeatedly telling them that I was calling from overseas. Note Please communicate on the resolution of this matter via email where possible as I am overseas","Letter sent to customer to confirm the closure of FFB, and account brought back to zero. Internal credit score has not been affected. Offered a gwg credit of $50.00 to resolve complaint. Case closed pending acceptance of credit.",14a,"Having closed my credit card account with ANZ in March 2018, I was notified by the ANZ team at the time that there was nothing outstanding on my account and that the account would be closed. Today (16 April) I received a text from ANZ notifying me that there was an outstanding amount still due in my account. Upon receiving this I called ANZ from overseas to address the issue. While on the call there was no sense of urgency or appreciation for the amount this was costing me due to it being an overseas call. As stated on the call with the service staff there are two issues I need the complaints team to rectify (having now paid the amount owing) 1. Ensure me that my credit score has not been impacted as a result of ANZs failure to communicate that there was still an amount owing on my account when I originally close it in March, which in turn resulted in late payment by me. 2. Have ANZ compensate me for the need to have called ANZ from overseas and the complete disregard by staff to urgently address my query despite repeatedly telling them that I was calling from overseas. Kind regards, Matt  1. Ensure me that my credit score has not been impacted as a result of ANZs failure to communicate that there was still an amount owing on my account when I originally close it in March, which in turn resulted in late payment by me. 2. Have ANZ compensate me for the need to have called ANZ from overseas and the complete disregard by staff to urgently address my query despite repeatedly telling them that I was calling from overseas. Note Please communicate on the resolution of this matter via email where possible as I am overseasFees on credit cardLetter sent to customer to confirm the closure of FFB, and account brought back to zero. Internal credit score has not been affected. Offered a gwg credit of $50.00 to resolve complaint. Case closed pending acceptance of credit.14a",1.0,1.0
24712,COM-498564,COM-498564_2,Fees on credit card,"Having closed my credit card account with ANZ in March 2018, I was notified by the ANZ team at the time that there was nothing outstanding on my account and that the account would be closed. Today (16 April) I received a text from ANZ notifying me that there was an outstanding amount still due in my account. Upon receiving this I called ANZ from overseas to address the issue. While on the call there was no sense of urgency or appreciation for the amount this was costing me due to it being an overseas call. As stated on the call with the service staff there are two issues I need the complaints team to rectify (having now paid the amount owing) 1. Ensure me that my credit score has not been impacted as a result of ANZs failure to communicate that there was still an amount owing on my account when I originally close it in March, which in turn resulted in late payment by me. 2. Have ANZ compensate me for the need to have called ANZ from overseas and the complete disregard by staff to urgently address my query despite repeatedly telling them that I was calling from overseas. Kind regards, Matt  1. Ensure me that my credit score has not been impacted as a result of ANZs failure to communicate that there was still an amount owing on my account when I originally close it in March, which in turn resulted in late payment by me. 2. Have ANZ compensate me for the need to have called ANZ from overseas and the complete disregard by staff to urgently address my query despite repeatedly telling them that I was calling from overseas. Note Please communicate on the resolution of this matter via email where possible as I am overseas","Letter sent to customer to confirm the closure of FFB, and account brought back to zero. Internal credit score has not been affected. Offered a gwg credit of $50.00 to resolve complaint. Case closed pending acceptance of credit.",33,"Having closed my credit card account with ANZ in March 2018, I was notified by the ANZ team at the time that there was nothing outstanding on my account and that the account would be closed. Today (16 April) I received a text from ANZ notifying me that there was an outstanding amount still due in my account. Upon receiving this I called ANZ from overseas to address the issue. While on the call there was no sense of urgency or appreciation for the amount this was costing me due to it being an overseas call. As stated on the call with the service staff there are two issues I need the complaints team to rectify (having now paid the amount owing) 1. Ensure me that my credit score has not been impacted as a result of ANZs failure to communicate that there was still an amount owing on my account when I originally close it in March, which in turn resulted in late payment by me. 2. Have ANZ compensate me for the need to have called ANZ from overseas and the complete disregard by staff to urgently address my query despite repeatedly telling them that I was calling from overseas. Kind regards, Matt  1. Ensure me that my credit score has not been impacted as a result of ANZs failure to communicate that there was still an amount owing on my account when I originally close it in March, which in turn resulted in late payment by me. 2. Have ANZ compensate me for the need to have called ANZ from overseas and the complete disregard by staff to urgently address my query despite repeatedly telling them that I was calling from overseas. Note Please communicate on the resolution of this matter via email where possible as I am overseasFees on credit cardLetter sent to customer to confirm the closure of FFB, and account brought back to zero. Internal credit score has not been affected. Offered a gwg credit of $50.00 to resolve complaint. Case closed pending acceptance of credit.33",1.0,1.0
24713,COM-498564,COM-498564_3,Fees on credit card,"Having closed my credit card account with ANZ in March 2018, I was notified by the ANZ team at the time that there was nothing outstanding on my account and that the account would be closed. Today (16 April) I received a text from ANZ notifying me that there was an outstanding amount still due in my account. Upon receiving this I called ANZ from overseas to address the issue. While on the call there was no sense of urgency or appreciation for the amount this was costing me due to it being an overseas call. As stated on the call with the service staff there are two issues I need the complaints team to rectify (having now paid the amount owing) 1. Ensure me that my credit score has not been impacted as a result of ANZs failure to communicate that there was still an amount owing on my account when I originally close it in March, which in turn resulted in late payment by me. 2. Have ANZ compensate me for the need to have called ANZ from overseas and the complete disregard by staff to urgently address my query despite repeatedly telling them that I was calling from overseas. Kind regards, Matt  1. Ensure me that my credit score has not been impacted as a result of ANZs failure to communicate that there was still an amount owing on my account when I originally close it in March, which in turn resulted in late payment by me. 2. Have ANZ compensate me for the need to have called ANZ from overseas and the complete disregard by staff to urgently address my query despite repeatedly telling them that I was calling from overseas. Note Please communicate on the resolution of this matter via email where possible as I am overseas","Letter sent to customer to confirm the closure of FFB, and account brought back to zero. Internal credit score has not been affected. Offered a gwg credit of $50.00 to resolve complaint. Case closed pending acceptance of credit.",33,"Having closed my credit card account with ANZ in March 2018, I was notified by the ANZ team at the time that there was nothing outstanding on my account and that the account would be closed. Today (16 April) I received a text from ANZ notifying me that there was an outstanding amount still due in my account. Upon receiving this I called ANZ from overseas to address the issue. While on the call there was no sense of urgency or appreciation for the amount this was costing me due to it being an overseas call. As stated on the call with the service staff there are two issues I need the complaints team to rectify (having now paid the amount owing) 1. Ensure me that my credit score has not been impacted as a result of ANZs failure to communicate that there was still an amount owing on my account when I originally close it in March, which in turn resulted in late payment by me. 2. Have ANZ compensate me for the need to have called ANZ from overseas and the complete disregard by staff to urgently address my query despite repeatedly telling them that I was calling from overseas. Kind regards, Matt  1. Ensure me that my credit score has not been impacted as a result of ANZs failure to communicate that there was still an amount owing on my account when I originally close it in March, which in turn resulted in late payment by me. 2. Have ANZ compensate me for the need to have called ANZ from overseas and the complete disregard by staff to urgently address my query despite repeatedly telling them that I was calling from overseas. Note Please communicate on the resolution of this matter via email where possible as I am overseasFees on credit cardLetter sent to customer to confirm the closure of FFB, and account brought back to zero. Internal credit score has not been affected. Offered a gwg credit of $50.00 to resolve complaint. Case closed pending acceptance of credit.33",1.0,1.0
24723,COM-498586,COM-498586_1,"Customer is wishing to lodge a complaint regarding the wording on the letter advising she has a 7 calendar day grace period however the branch told her  that the grace period wouldnt take effect on the Saturday, only on business days.",Customer called in regards to two esanda term deposits she is wishing to close. On Saturday she went to the branch to close both accounts however was told that the beneficiaries were not KYCd and that they couldnt extend the grace period for the term deposit due it not being a business day.,Spoke with customer and she has confirmed she is happy for the funds to go into the two online savers for each respective beneficiary. Email sent to LLyod to confirm this. Complaint resolved.,18.2,"Customer called in regards to two esanda term deposits she is wishing to close. On Saturday she went to the branch to close both accounts however was told that the beneficiaries were not KYCd and that they couldnt extend the grace period for the term deposit due it not being a business day.Customer is wishing to lodge a complaint regarding the wording on the letter advising she has a 7 calendar day grace period however the branch told her  that the grace period wouldnt take effect on the Saturday, only on business days.Spoke with customer and she has confirmed she is happy for the funds to go into the two online savers for each respective beneficiary. Email sent to LLyod to confirm this. Complaint resolved.18.2",1.0,1.0
24768,COM-498649,COM-498649_1,"Incorrect information provided by branch staff causing a loss of $37,000 to the customer",Customer had called in 15/3/18 to close a joint account & open new account in his name alone as he was separating from his partner. He was planning on depositing funds to the new account. Our staff member advised him the joint account number for these deposits in error. The funds of approx $39K have now been withdrawn by the other party. Customer would like this corrected Reimbursement of $39K asap,$37007.84 refunded to the customer as bank error resulted in the loss. Approved by District Manager Kasey Nairne and Steven Riley.,15,"Customer had called in 15/3/18 to close a joint account & open new account in his name alone as he was separating from his partner. He was planning on depositing funds to the new account. Our staff member advised him the joint account number for these deposits in error. The funds of approx $39K have now been withdrawn by the other party. Customer would like this corrected Reimbursement of $39K asapIncorrect information provided by branch staff causing a loss of $37,000 to the customer$37007.84 refunded to the customer as bank error resulted in the loss. Approved by District Manager Kasey Nairne and Steven Riley.15",1.0,0.0
24816,COM-498696,COM-498696_1,Travel Card account not closed,"Customer was recently overseas and his ANZ Travel Card was not working, he contacted ANZ and arranged for the account to be closed and the funds returned. However, when customer followed up he was advised nothing has been completed and customer is seeking for the funds to be returned.","Email sent to the customer in regards to his concern advising we require additional information from him to investigate his concern. Asked customer to get in contact with us to discuss in more detail, closing file pending customers response.",33,"Customer was recently overseas and his ANZ Travel Card was not working, he contacted ANZ and arranged for the account to be closed and the funds returned. However, when customer followed up he was advised nothing has been completed and customer is seeking for the funds to be returned.Travel Card account not closedEmail sent to the customer in regards to his concern advising we require additional information from him to investigate his concern. Asked customer to get in contact with us to discuss in more detail, closing file pending customers response.33",1.0,1.0
24844,COM-498740,COM-498740_1,Credit Card Insurance,Customer states he has been charged Credit Card Insurance on his ANZ Low Rate MasterCard. Customer states he never authorised for this to be charged to his credit card and has requested for the premium to be refunded back to him.,Advised the customer I have been able to get approval to have the full premium credited back to the customer's account. Customer was extremely happy with the resolution. Customer has been credited back $2332.40 authorised by Dash.,14a,Customer states he has been charged Credit Card Insurance on his ANZ Low Rate MasterCard. Customer states he never authorised for this to be charged to his credit card and has requested for the premium to be refunded back to him.Credit Card InsuranceAdvised the customer I have been able to get approval to have the full premium credited back to the customer's account. Customer was extremely happy with the resolution. Customer has been credited back $2332.40 authorised by Dash.14a,1.0,1.0
24846,COM-498740,COM-498740_1,Credit Card Insurance,Customer states he has been charged Credit Card Insurance on his ANZ Low Rate MasterCard. Customer states he never authorised for this to be charged to his credit card and has requested for the premium to be refunded back to him.,Advised the customer I have been able to get approval to have the full premium credited back to the customer's account. Customer was extremely happy with the resolution. Customer has been credited back $2332.40 authorised by Dash.,14a,Customer states he has been charged Credit Card Insurance on his ANZ Low Rate MasterCard. Customer states he never authorised for this to be charged to his credit card and has requested for the premium to be refunded back to him.Credit Card InsuranceAdvised the customer I have been able to get approval to have the full premium credited back to the customer's account. Customer was extremely happy with the resolution. Customer has been credited back $2332.40 authorised by Dash.14a,1.0,1.0
24870,COM-498777,COM-498777_1,Customer called our Deceased Estate hotline and was not happy with the service provided,"Customer contacted the ANZ service line to ascertain what requirements are needed to close his deceased mother's ANZ account.   His first contact was with ""Sarah"" who directed his call to the Deceased Estate section.  Unfortunately, he did not catch her name. He explained exactly what his intentions were and asked for guidance on how to close this account.   After asking his mother's details the representative couldn't locate her account??  She asked his name and whether he was a signatory to the account. He mentioned he believed he would, but that his mother's account does show up on his accounts in the ANZ mobile app.  After she was ummed and arrged the representative asked whether he had a local branch.  After he responded yes, The representative then abruptly hung-up on him. Feel free to replay the conversation.  He does not wish for a call back, he only wants feedback for further coaching to be provided to the representative","Thanks for getting in touch with us about our service. Its always helpful to hear what our customers have to say about our service, so we appreciate you taking the time to contact us. Im sorry to hear that you have had a poor experience with one of our representatives from our Deceased Estates department.  The issues you raised have been passed along to the Manager for their investigation and they will take appropriate training/coaching in line with our staff policies.   We are genuinely grateful for your feedback as it provides us the opportunity to review and improve our service. Thanks again for sharing your concerns.",33,"Customer contacted the ANZ service line to ascertain what requirements are needed to close his deceased mother's ANZ account.   His first contact was with ""Sarah"" who directed his call to the Deceased Estate section.  Unfortunately, he did not catch her name. He explained exactly what his intentions were and asked for guidance on how to close this account.   After asking his mother's details the representative couldn't locate her account??  She asked his name and whether he was a signatory to the account. He mentioned he believed he would, but that his mother's account does show up on his accounts in the ANZ mobile app.  After she was ummed and arrged the representative asked whether he had a local branch.  After he responded yes, The representative then abruptly hung-up on him. Feel free to replay the conversation.  He does not wish for a call back, he only wants feedback for further coaching to be provided to the representativeCustomer called our Deceased Estate hotline and was not happy with the service providedThanks for getting in touch with us about our service. Its always helpful to hear what our customers have to say about our service, so we appreciate you taking the time to contact us. Im sorry to hear that you have had a poor experience with one of our representatives from our Deceased Estates department.  The issues you raised have been passed along to the Manager for their investigation and they will take appropriate training/coaching in line with our staff policies.   We are genuinely grateful for your feedback as it provides us the opportunity to review and improve our service. Thanks again for sharing your concerns.33",1.0,0.0
24919,COM-498887,COM-498887_2,Home loan top up declined,I rang to apply for a home loan top up but was unsuccessful as me missed a house payment last year due to you Anz not letting us know when our annual account fee comes out. This is the same amount as our weekly home loan making us unaware that this happened! We are not happy regarding this!  Outcome sought I would love to know why you do not send out letters or even text message regarding when and how much our account fee will be. This has now has us at a disadvantage we would love a top up when we have always put extra on our house but just had a hard year last year so was unable to do this. Please email the outcome! Thank you,"Apologised to customer for inconvenience, educated customer on policy for lending, and breakfree fees, GWG of $395.00 to offset account to resolve complaint, as longstanding customer",14a,"I rang to apply for a home loan top up but was unsuccessful as me missed a house payment last year due to you Anz not letting us know when our annual account fee comes out. This is the same amount as our weekly home loan making us unaware that this happened! We are not happy regarding this!  Outcome sought I would love to know why you do not send out letters or even text message regarding when and how much our account fee will be. This has now has us at a disadvantage we would love a top up when we have always put extra on our house but just had a hard year last year so was unable to do this. Please email the outcome! Thank youHome loan top up declinedApologised to customer for inconvenience, educated customer on policy for lending, and breakfree fees, GWG of $395.00 to offset account to resolve complaint, as longstanding customer14a",1.0,1.0
25028,COM-499046,COM-499046_1,"customer wanted clarification regarding the transaction and compensation for waste of time  3-4 hours on trying to resolve this issue. I'm a consultant on an hourly rate, so this is 3-4 hours that I could've been working. I have made the payment now for ANZ's mistake - and want to make sure you delete all the missed payment/other charges and also ensure that it doesn't affect my credit rating. I would also like some compensation for the time wasted on trying to resolve this! A simple email/letter notifying me to the charge and the reason for it would have solved all this wasted time! Holly Langler","Over the last month, I have received notifications from ANZ about a missed payments and extra charges on a closed account which I had settled the balance on. I tried to several times to seek clarification from ANZ customer service (over phone) - but no one could tell me why I'd suddenly received a 'representation adjustment' several weeks after the card was closed. Your customer service team said they'd call me back with more information, but never did. It took me until last weekend to finally get clarity from your customer service team after an hour (!!) on the phone. The adjustment was due to an incorrect double refund from ANZ for fradulent activity in Dec 2017, paid out in January 2018. It would have been good to know this was the reason rather than just sending through a random adjustment after the card was closed! Throughout this whole process I've been receiving text and email reminders for missed payments from ANZ - and have spent 3-4 hours on trying to resolve this issue. I'm a consultant on an hourly rate, so this is 3-4 hours that I could've been working. I have made the payment now for ANZ's mistake - and want to make sure you delete all the missed payment/other charges and also ensure that it doesn't affect my credit rating. I would also like some compensation for the time wasted on trying to resolve this! A simple email/letter notifying me to the charge and the reason for it would have solved all this wasted time! Holly Langler",GWP of $100.00 to resolve the complaint,33,"Over the last month, I have received notifications from ANZ about a missed payments and extra charges on a closed account which I had settled the balance on. I tried to several times to seek clarification from ANZ customer service (over phone) - but no one could tell me why I'd suddenly received a 'representation adjustment' several weeks after the card was closed. Your customer service team said they'd call me back with more information, but never did. It took me until last weekend to finally get clarity from your customer service team after an hour (!!) on the phone. The adjustment was due to an incorrect double refund from ANZ for fradulent activity in Dec 2017, paid out in January 2018. It would have been good to know this was the reason rather than just sending through a random adjustment after the card was closed! Throughout this whole process I've been receiving text and email reminders for missed payments from ANZ - and have spent 3-4 hours on trying to resolve this issue. I'm a consultant on an hourly rate, so this is 3-4 hours that I could've been working. I have made the payment now for ANZ's mistake - and want to make sure you delete all the missed payment/other charges and also ensure that it doesn't affect my credit rating. I would also like some compensation for the time wasted on trying to resolve this! A simple email/letter notifying me to the charge and the reason for it would have solved all this wasted time! Holly Langlercustomer wanted clarification regarding the transaction and compensation for waste of time  3-4 hours on trying to resolve this issue. I'm a consultant on an hourly rate, so this is 3-4 hours that I could've been working. I have made the payment now for ANZ's mistake - and want to make sure you delete all the missed payment/other charges and also ensure that it doesn't affect my credit rating. I would also like some compensation for the time wasted on trying to resolve this! A simple email/letter notifying me to the charge and the reason for it would have solved all this wasted time! Holly LanglerGWP of $100.00 to resolve the complaint33",1.0,1.0
25085,COM-499160,COM-499160_1,Account closure/overdrawn fees.,"The customer is requesting we waive the remaining balance on her Access Advantage account as she had tried to close the account some time ago, the amount left on the account is almost entirely made up of overdrawn fees charged in the last 2 months.",Transaction saved successfully. Transaction Number = 201804041105   $112.15 goodwill gesture for the overdrawn fees.,33,"The customer is requesting we waive the remaining balance on her Access Advantage account as she had tried to close the account some time ago, the amount left on the account is almost entirely made up of overdrawn fees charged in the last 2 months.Account closure/overdrawn fees.Transaction saved successfully. Transaction Number = 201804041105   $112.15 goodwill gesture for the overdrawn fees.33",1.0,1.0
25339,COM-499520,COM-499520_1,ANZ FREQUENT FLYER card not closed.,Customer advised had paid out and requested closure of his ANZ FREQUENT FLYER card prior to taking out the new ANZ black card. Customer wanting reversal of debit and closure of card.,Advised customer will credit $183.94 to the ANZ FREQUENT FLYER card via web voucher to bring account back in order then organise closure of the ANZ FREQUENT FLYER card. Advised customer will send outcome letter by end of next week. Customer appreciative of outcome.,33,Customer advised had paid out and requested closure of his ANZ FREQUENT FLYER card prior to taking out the new ANZ black card. Customer wanting reversal of debit and closure of card.ANZ FREQUENT FLYER card not closed.Advised customer will credit $183.94 to the ANZ FREQUENT FLYER card via web voucher to bring account back in order then organise closure of the ANZ FREQUENT FLYER card. Advised customer will send outcome letter by end of next week. Customer appreciative of outcome.33,1.0,1.0
25598,COM-499977,COM-499977_1,Customer dissatisfied since she cant access the credit balance in her personal loan immediately as she called ANZ on the weekend.,Customer's personal loan was showing a credit balance. Customer is not happy as she tried transferring the funds out of the loan account but couldn't until the next business day.,Apology only,33,Customer's personal loan was showing a credit balance. Customer is not happy as she tried transferring the funds out of the loan account but couldn't until the next business day.Customer dissatisfied since she cant access the credit balance in her personal loan immediately as she called ANZ on the weekend.Apology only33,1.0,1.0
